ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Latitude,Longitude
1568,Bishnupriya Manipuri Creole,Bangladesh,BGD,bpy,Vulnerable,Bishnupuriya; Bisna Puriya; Bishnupria Manipuri,,72899.0,24.297,92.4499
1568,Bishnupriya Manipuri Creole,Bangladesh,IND,bpy,Vulnerable,Bishnupuriya; Bisna Puriya; Bishnupria Manipuri,,72899.0,24.297,92.4499
1568,Bishnupriya Manipuri Creole,India,BGD,bpy,Vulnerable,Bishnupuriya; Bisna Puriya; Bishnupria Manipuri,,72899.0,24.297,92.4499
1568,Bishnupriya Manipuri Creole,India,IND,bpy,Vulnerable,Bishnupuriya; Bisna Puriya; Bishnupria Manipuri,,72899.0,24.297,92.4499
1713,Acheron,Sudan,SDN,acz,Severely endangered,Game,,70000.0,10.809,30.2453
702,Maori,New Zealand,NZL,mri,Vulnerable,,,70000.0,-38.4105,177.3632
2237,Tai Neua,Lao People's Democratic Republic,LAO,tdd,Vulnerable,Samneua Tai,,70000.0,20.5166,104.3166
1567,Bhadravahi,India,IND,bhd,Definitely endangered,Bhadrāvāhī; Baderwali; Badrohi; Bhaderbhai Jamu; Bhaderwali Pahari; Bhadrava; Bhadri; Bahi,,66918.0,33.5413,76.333
1567,Bhadravahi,India,PAK,bhd,Definitely endangered,Bhadrāvāhī; Baderwali; Badrohi; Bhaderbhai Jamu; Bhaderwali Pahari; Bhadrava; Bhadri; Bahi,,66918.0,33.5413,76.333
1567,Bhadravahi,Pakistan,IND,bhd,Definitely endangered,Bhadrāvāhī; Baderwali; Badrohi; Bhaderbhai Jamu; Bhaderwali Pahari; Bhadrava; Bhadri; Bahi,,66918.0,33.5413,76.333
1567,Bhadravahi,Pakistan,PAK,bhd,Definitely endangered,Bhadrāvāhī; Baderwali; Badrohi; Bhaderbhai Jamu; Bhaderwali Pahari; Bhadrava; Bhadri; Bahi,,66918.0,33.5413,76.333
1562,Kinnauri,India,IND,kns,Definitely endangered,Harijan boli; Ores boli; Sonar boli; Chamang boli,,65097.0,31.541,78.3764
1562,Kinnauri,India,IND,kfk,Definitely endangered,Harijan boli; Ores boli; Sonar boli; Chamang boli,,65097.0,31.541,78.3764
1562,Kinnauri,India,IND,cif,Definitely endangered,Harijan boli; Ores boli; Sonar boli; Chamang boli,,65097.0,31.541,78.3764
1562,Kinnauri,India,IND,tpq,Definitely endangered,Harijan boli; Ores boli; Sonar boli; Chamang boli,,65097.0,31.541,78.3764
1330,Gallo-Sicilian,Italy,ITA,lmo,Definitely endangered,,,65000.0,38.0167,14.5994
1594,Kurux (Bangladesh),Bangladesh,BGD,kru,Vulnerable,Kurukh; Oraon,,65000.0,25.8196,88.9672
1831,Tz'utujil,Guatemala,GTM,tzj,Definitely endangered,Tzutujil,,63237.0,14.6394,-91.2301
